parameter,display_name,value_type,description,default_value,examples,valid_min,valid_max,valid_options,required,popular,regex,automl_enabled,math_cond,parent_param,depends_on
equalization_criterion,,string,,union,,,,,,,,FALSE,,,
pruning_threshold,,float,,0.2,,,,,,,,FALSE,,,
